,restaurant_name,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province,min_price
865,Topsail Road Pizzeria Lounge,3.0,5,Pizza,st-john's,NL,"662 Topsail Road St. John's, NL A1E 2E2 Canada",47.52436429999999,-52.77179690000001,NL,25
866,Big Cheese Pizza,1.7,10,Pizza,st-john's,NL,"29 Commonwealth Avenue Mt Pearl, NL A1N 1W7 Canada",47.5182355,-52.8068396,NL,25
867,Coffee Matters,3.9,47,Coffee & Tea,st-john's,NL,"1 Military Road St. John's, NL A1C 2J3 Canada",47.5711652,-52.7021144,NL,25
868,Boston Pizza,3.0,7,Pizza,st-john's,NL,"F3-35 Kelsey Dr St. John's, NL A1B 5C8 Canada",47.5517857,-52.7808739,NL,25
869,Kenmount Restaurant,2.4,5,Chinese,st-john's,NL,"75 Kenmount Road St. John's, NL A1B 3P8 Canada",47.5576444,-52.7559426,NL,25
870,Toya International Market & Specialty Store,3.5,2,Caribbean,st-john's,NL,"107 Long's Hill St John's, NL A1C 1V4 Canada",47.5642627,-52.7141889,NL,10
871,Poyo,4.5,2,Mexican,st-john's,NL,"364 Duckworth Street St. John's, NL A1C1H5 Canada",47.5629571,-52.70967,NL,25
872,Big R,2.8,9,American (Traditional),st-john's,NL,"201 Blackmarsh Rd. St John's, NL A1E Canada",47.54607170000001,-52.7384772,NL,10
873,Venice Pizzeria,2.9,10,Pizza,st-john's,NL,"81 Military Road St John's, NL A1C 2C8 Canada",47.5704964,-52.7063113,NL,25
874,Fabulous Foods,4.2,6,Bakeries,st-john's,NL,"166 Merrymeeting Road St. John's, NL A1C 2W4 Canada",47.5643379,-52.7233052,NL,10
875,Quesada Burritos & Tacos,2.3,3,Mexican,st-john's,NL,"9 Kiwanis Street Unit 1C St. John's, NL A1B 0A2 Canada",47.5507272,-52.7801026,NL,25
876,Shalimar Restaurant,3.0,3,Indian,st-john's,NL,"272 duckworth street St. John's,, NL A1C 1H3 Canada",47.5660317,-52.706418,NL,25
877,New City Restaurant,1.5,6,Chinese,st-john's,NL,"210 Pennywell Rd St. John's, NL A1C 2L6 Canada",47.5601874,-52.7267898,NL,10
878,Subway,4.0,1,Sandwiches,st-john's,NL,"18 Commonwealth Avenue Mount Pearl, NL A1N 1W5 Canada",47.5198302,-52.8082298,NL,10
879,Subway,4.0,1,Sandwiches,st-john's,NL,"179 Elizabeth Ave St. John's, NL A1B 1S8 Canada",47.575602,-52.7228286,NL,10
880,Hong Kong Restaurant,2.7,6,Chinese,st-john's,NL,"361 Water Street St. John's, NL A1C 1C2 Canada",47.5597498,-52.7112038,NL,25
881,Richmond Station,4.4,897,Canadian (New),toronto,ON,"1 Richmond Street W Toronto, ON M5H 3W4 Canada",43.6513848,-79.3792915,ON,45
882,STACK,4.0,331,Barbeque,toronto,ON,"3265 Yonge Street Toronto, ON M4N 2L5 Canada",43.72931620000001,-79.4030026,ON,25
883,Holy Cow Japanese Steakhouse,4.3,156,Steakhouses,toronto,ON,"254 Queen Street  W Toronto, ON M5V 1Z8 Canada",43.650053,-79.3914456,ON,45
884,Rasa,4.4,326,Canadian (New),toronto,ON,"196 Robert Street Toronto, ON M5S 2K8 Canada",43.6628642,-79.4041013,ON,25
885,Megumi Mazesoba,4.7,27,Japanese,toronto,ON,"46 Saint Clair Avenue E Toronto, ON M4T 1M9 Canada",43.6887264,-79.3919129,ON,25
886,Mary Be Kitchen,4.4,73,Canadian (New),toronto,ON,"21B St. Clair Avenue W Toronto, ON M4V 1K6 Canada",43.6876231,-79.3949696,ON,25
887,Positano Restaurant,4.2,64,Pizza,toronto,ON,"633 Mount Pleasant Road Toronto, ON M4S 2M9 Canada",43.7047104,-79.3885304,ON,25
888,KINKA IZAKAYA ORIGINAL,4.1,1800,Japanese,toronto,ON,"398 Church Street Toronto, ON M5B 2A2 Canada",43.6605922,-79.37903039999999,ON,25
889,Pai Northern Thai Kitchen,4.4,3400,Thai,toronto,ON,"18 Duncan Street Toronto, ON M5H 3G8 Canada",43.6478695,-79.3886849,ON,25
890,Pai Northern Thai Kitchen,4.4,3400,Thai,toronto,ON,"2335 Yonge Street Toronto, ON M4P 2E6 Canada",43.70865300000001,-79.3982462,ON,25
891,Baretto Caffe,4.8,352,Cafes,toronto,ON,"1262 Don Mills Road Toronto, ON M3B 2W7 Canada",43.7447025,-79.34646769999999,ON,25
892,Mayrik,4.1,74,Mediterranean,toronto,ON,"1580 Bayview Avenue Toronto, ON M4G 3B7 Canada",43.7056941,-79.3754415,ON,45
893,Grazie Ristorante,3.9,495,Italian,toronto,ON,"2373 Yonge Street Toronto, ON M4P 2C8 Canada",43.7093451,-79.39869589999999,ON,25
894,Kintako Japanese Restaurant,4.2,182,Japanese,toronto,ON,"214 Laird Drive Suite 101 Toronto, ON M4G 3W4 Canada",43.711497,-79.36408469999999,ON,25
895,Mira,4.3,266,Peruvian,toronto,ON,"420A Wellington Street W Toronto, ON M5V 1E3 Canada",43.6440688,-79.3963113,ON,25
896,Grandma Loves You,4.8,75,Sandwiches,toronto,ON,"1084 Yonge Street Toronto, ON M4W 2L4 Canada",43.6778353,-79.39025199999999,ON,25
897,Aloette,4.4,296,French,toronto,ON,"163 Spadina Avenue 1st Floor Toronto, ON M5V 2L6 Canada",43.6485042,-79.39594939999999,ON,45
898,Mexico Lindo,3.9,70,Mexican,toronto,ON,"1618 Bayview Ave Toronto, ON M4S 1T3 Canada",43.7063759,-79.37569979999999,ON,25
899,The Olde Yorke,4.4,330,Seafood,toronto,ON,"96 Laird Drive East York, ON M4G 3V3 Canada",43.7062556,-79.3621144,ON,25
900,TORA,3.8,216,Japanese,toronto,ON,"612B-3401 Dufferin Street Upper Level Toronto, ON M6A 2T9 Canada",43.7251083,-79.45280869999999,ON,45
901,The Oxley,3.8,178,Pubs,toronto,ON,"121 Yorkville Avenue Toronto, ON M5R 1C4 Canada",43.6705763,-79.39308199999999,ON,25
902,Tinuno,4.1,621,Filipino,toronto,ON,"31 Howard Street Toronto, ON M4X 1J6 Canada",43.6711355,-79.37486849999999,ON,25
903,Zezafoun Syrian Cuisine,4.5,115,Syrian,toronto,ON,"4 Manor Road E Toronto, ON M4S 1P8 Canada",43.7026971,-79.39707980000001,ON,25
904,Jin Dal Lae,4.4,114,Korean,toronto,ON,"647 Bloor Street W Toronto, ON M6G 1L1 Canada",43.6641278,-79.4151531,ON,25
905,Katsuya,4.3,494,Japanese,toronto,ON,"66 Gerrard Street E Unit 100 Toronto, ON M5B 2M2 Canada",43.6599837,-79.37878979999999,ON,25
906,Tabule Restaurant,3.9,287,Middle Eastern,toronto,ON,"2009 Yonge Street Toronto, ON M4S 1Z8 Canada",43.7009583,-79.3968715,ON,25
907,Seven Lives Tacos y Mariscos,4.4,1500,Mexican,toronto,ON,"72 Kensington Avenue Toronto, ON M5T 2K1 Canada",43.6544782,-79.4008249,ON,10
908,Nodo Restaurant,4.3,60,Italian,toronto,ON,"794 Saint Clair Avenue W Toronto, ON M6C 1B6 Canada",43.6811343,-79.42984009999999,ON,25
909,Gusto 101,4.0,1100,Italian,toronto,ON,"101 Portland Street Toronto, ON M5V 2N3 Canada",43.6451839,-79.4000904,ON,25
910,Byblos,4.4,901,Mediterranean,toronto,ON,"11 Duncan Street Toronto, ON M5V 3M2 Canada",43.64753,-79.3880145,ON,50
911,Budapest Restaurant,4.3,85,Hungarian,toronto,ON,"2183 Danforth Ave Toronto, ON M4C 1K4 Canada",43.6861678,-79.3100321,ON,25
912,Papyrus,4.8,50,Egyptian,toronto,ON,"337 Danforth Avenue Toronto, ON M4K 1N7 Canada",43.6771361,-79.353287,ON,25
913,New Orleans Seafood & Steakhouse,4.8,170,Seafood,toronto,ON,"267 Scarlett Road Toronto, ON M6N 4L1 Canada",43.6777473,-79.5062584,ON,45
914,Insomnia Restaurant & Lounge,4.1,1000,Lounges,toronto,ON,"563 Bloor Street W Toronto, ON M5S 1Y6 Canada",43.6650421,-79.4107779,ON,25
915,The Belsize Public House,3.7,40,Gastropubs,toronto,ON,"535 Mt. Pleasant Road. Toronto, ON M4S 2M5 Canada",43.7026552,-79.3877002,ON,25
916,Conspiracy Pizza,4.3,61,Pizza,toronto,ON,"858 Eglinton Avenue E Toronto, ON M4G 2B6 Canada",43.7136851,-79.3654162,ON,25
917,Stock Bar,3.1,118,Steakhouses,toronto,ON,"2388 Yonge Street Toronto, ON M4P 3J5 Canada",43.7092238,-79.3991736,ON,45
918,Bolan Thai Cuisine,4.1,105,Thai,toronto,ON,"709 Mount Pleasant Road Toronto, ON M4S 2N4 Canada",43.7066343,-79.3892106,ON,25
919,Union Social Eatery,3.8,170,American (Traditional),toronto,ON,"21 Saint Clair Avenue W Toronto, ON M4V 1K6 Canada",43.6874066,-79.3949353,ON,25
920,Banh Mi Boys,4.3,122,Vietnamese,toronto,ON,"2365 Yonge Street Toronto, ON M4P 3J6 Canada",43.7091644,-79.3985719,ON,10
921,Eataly Toronto,3.6,286,Italian,toronto,ON,"55 Bloor Street W Manulife Centre Toronto, ON M4W 1A6 Canada",43.6696176,-79.3886462,ON,25
922,Little Sister,3.7,218,Indonesian,toronto,ON,"2031 Yonge Street Toronto, ON M4S 1Z9 Canada",43.7016173,-79.3969364,ON,25
923,Yukashi Japanese Cuisine,4.5,48,Japanese,toronto,ON,"643A Mount Pleasant Road Toronto, ON M4S 2M9 Canada",43.7049457,-79.3886153,ON,50
924,Eggstatic,4.4,140,Breakfast & Brunch,toronto,ON,"1568 Bayview Avenue Toronto, ON M4G 3B7 Canada",43.7053952,-79.3752945,ON,25
925,La Vecchia Ristorante,3.7,333,Italian,toronto,ON,"2405A Yonge Street Toronto, ON M4P 2E7 Canada",43.7102236,-79.39890249999999,ON,25
926,Kaiseki Yu-zen Hashimoto,4.5,33,Japanese,toronto,ON,"6 Garamond Court Toronto, ON M3C 1Z5 Canada",43.7262091,-79.335554,ON,50
927,Flaming Stove,4.3,68,Middle Eastern,toronto,ON,"21 Davisville Avenue Toronto, ON M4S 1G3 Canada",43.6981825,-79.39574189999999,ON,10
928,El Sazón de la Tia Flor,4.3,30,Mexican,toronto,ON,"1549 O'Connor Drive Toronto, ON M4B 2V7 Canada",43.714705,-79.3051946,ON,10
929,Hokkaido Ramen Santouka,4.3,58,Ramen,toronto,ON,"2057 Yonge St Toronto, ON M4S 2A2 Canada",43.7021185,-79.3971239,ON,25
930,Black Camel,4.4,382,Sandwiches,toronto,ON,"4 Crescent Road Toronto, ON M4W 1S9 Canada",43.6772917,-79.3894791,ON,10
931,Trattoria Nervosa,3.8,401,Italian,toronto,ON,"75 Yorkville Avenue Toronto, ON M5R 1B8 Canada",43.6710317,-79.39109940000002,ON,25
932,Trattoria Nervosa,3.8,401,Italian,toronto,ON,"75 Yorkville Avenue Toronto, ON M5R 1B8 Canada",43.6710317,-79.39109940000002,ON,25
933,Pii Nong Thai,4.0,66,Thai,toronto,ON,"1677 Bayview Avenue Toronto, ON M4G 3C1 Canada",43.70759839999999,-79.37561790000001,ON,25
934,Playa Cabana,4.0,473,Mexican,toronto,ON,"111 Dupont Street Toronto, ON M5R 1V4 Canada",43.6760364,-79.4011532,ON,25
935,Bi Bim Bap,4.1,81,Korean,toronto,ON,"950 Eglinton Avenue W Toronto, ON M6C 2C2 Canada",43.7005343,-79.4287204,ON,25
936,La Bella Managua,4.3,252,Latin American,toronto,ON,"872 Bloor Street W Toronto, ON M6G 1M5 Canada",43.6623086,-79.4250112,ON,25
937,LOCAL Public Eatery - Leaside,3.6,149,American (Traditional),toronto,ON,"180 Laird Drive Toronto, ON M4G 3V7 Canada",43.7098719,-79.3636071,ON,25
938,Pantheon Restaurant,4.2,346,Greek,toronto,ON,"407 Danforth Avenue Toronto, ON M4K 1P1 Canada",43.6774731,-79.3513408,ON,25
939,Library Bar,4.1,127,Lounges,toronto,ON,"100 Front Street W Fairmont Royal York Toronto, ON M5J 1E3 Canada",43.6460303,-79.381388,ON,45
940,The Hole In the Wall,4.3,172,Pubs,toronto,ON,"2867 Dundas Street W Toronto, ON M6P 1Y9 Canada",43.6652736,-79.46519839999999,ON,25
941,The Monkey Bar,4.2,44,Canadian (New),toronto,ON,"3353 Yonge Street Toronto, ON M4N 2M6 Canada",43.7314707,-79.4036249,ON,45
942,Local 1794,4.1,120,Canadian (New),toronto,ON,"1794 Danforth Avenue Toronto, ON M4C 1H8 Canada",43.6845581,-79.3188315,ON,25
943,MIA Brunch Bar,4.1,33,Breakfast & Brunch,toronto,ON,"2140 Yonge Street North York, ON M4S 2A8 Canada",43.7036185,-79.3979126,ON,25
944,Completo,4.4,172,Latin American,toronto,ON,"5 Coady Avenue Toronto, ON M4M 2Y9 Canada",43.6626025,-79.3338376,ON,10
945,Completo,4.4,172,Latin American,toronto,ON,"337 Broadview Ave Toronto, ON M4M 2H1 Canada",43.6647498,-79.3520836,ON,10
946,Queen of Persia,4.4,50,Persian/Iranian,toronto,ON,"672A St Clair Avenue W Toronto, ON M6C 1B1 Canada",43.6820007,-79.42542159999999,ON,45
947,Jerusalem Restaurant,3.8,96,Middle Eastern,toronto,ON,"955 Eglinton Avenue W York, ON M6C 2C4 Canada",43.7000323,-79.4290223,ON,25
948,Jerusalem Restaurant,3.8,96,Middle Eastern,toronto,ON,"955 Eglinton Avenue W York, ON M6C 2C4 Canada",43.7000323,-79.4290223,ON,25
949,Khau Gully,4.1,98,Indian,toronto,ON,"1991 Yonge Street Toronto, ON M4S 1Z8 Canada",43.7005696,-79.3968091,ON,25
950,Thairoomgrand,4.5,23,Thai,toronto,ON,"288 Eglinton Avenue W Toronto, ON M4R 1B2 Canada",43.7049774,-79.4077427,ON,25
951,Thairoomgrand,4.5,23,Thai,toronto,ON,"288 Eglinton Avenue W Toronto, ON M4R 1B2 Canada",43.7049774,-79.4077427,ON,25
952,Mogouyan Hand-Pulled Noodles,4.4,62,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.38447029999999,ON,25
953,Mogouyan Hand-Pulled Noodles,4.4,62,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.38447029999999,ON,25
954,Mogouyan Hand-Pulled Noodles,4.4,62,Noodles,toronto,ON,"760 Yonge Street Toronto, ON M4Y 2B6 Canada",43.6694667,-79.3866001,ON,25
955,Sunnyside Pavilion Cafe,2.8,56,Diners,toronto,ON,"1755 Lake Shore Boulevard W Toronto, ON M6S 5A3 Canada",43.6375567,-79.4563771,ON,25
956,Sunnyside Pavilion Cafe,2.8,56,Diners,toronto,ON,"1755 Lake Shore Boulevard W Toronto, ON M6S 5A3 Canada",43.6375567,-79.4563771,ON,25
957,Antler Kitchen & Bar,4.5,289,Canadian (New),toronto,ON,"1454 Dundas Street West Toronto, ON M6J 1Y6 Canada",43.6497178,-79.4305976,ON,45
958,Antler Kitchen & Bar,4.5,289,Canadian (New),toronto,ON,"1454 Dundas Street West Toronto, ON M6J 1Y6 Canada",43.6497178,-79.4305976,ON,45
959,Hot Pot Restaurant,4.7,28,Caribbean,toronto,ON,"1545 Eglinton Avenue  W Toronto, ON M6E 2G8 Canada",43.6974719,-79.4413706,ON,25
960,Dirty Food Eatery,4.4,139,Breakfast & Brunch,toronto,ON,"3070 Dundas Street W Toronto, ON M6P 1Z7 Canada",43.6656109,-79.4719056,ON,25
961,Juicy Dumpling,4.2,621,Dim Sum,toronto,ON,"280 Spadina Ave Unit M-N Toronto, ON M5T 0A1 Canada",43.653226,-79.3831843,ON,10
962,Juicy Dumpling,4.2,621,Dim Sum,toronto,ON,"2150 Yonge street Toronto, ON M4S 2A8 Canada",43.70369050000001,-79.3980483,ON,10
963,Hana Don,4.1,44,Japanese,toronto,ON,"128 Dundas Street W Toronto, ON M5G 1C3 Canada",43.655732,-79.38457629999999,ON,25
964,Hana Don,4.1,44,Japanese,toronto,ON,"1800 Sheppard Ave E Unit 2020 Toronto, ON M2J 5A7 Canada",43.7774091,-79.3444481,ON,25
965,Oakwood Hardware Food & Drink,4.1,55,Gastropubs,toronto,ON,"337 Oakwood Avenue Toronto, ON M6E 2V8 Canada",43.6862735,-79.43820989999999,ON,25
966,The Queen And Beaver Public House,3.8,410,Pubs,toronto,ON,"35 Elm Street Toronto, ON M5G 1H1 Canada",43.6573389,-79.3833118,ON,25
967,Pearl Diver,4.2,628,Seafood,toronto,ON,"100 Adelaide Street E Toronto, ON M5C 1K9 Canada",43.65157689999999,-79.3737766,ON,25
968,Knuckle Sandwich,4.1,119,Poutineries,toronto,ON,"969 Coxwell Avenue Toronto, ON M4C 3G4 Canada",43.6962462,-79.3285751,ON,25
969,Momo Hut & Gardens,4.7,121,Himalayan/Nepalese,toronto,ON,"401 Danforth Avenue Danforth Toronto, ON M4K 1P1 Canada",43.6775267,-79.35147119999999,ON,25
970,El Charro,4.0,88,Mexican,toronto,ON,"788 Broadview ave Toronto, ON M4K 2P7 Canada",43.6771515,-79.3589738,ON,10
971,Borrel,3.5,20,Modern European,toronto,ON,"1333 Danforth Avenue Toronto, ON M4J 1N1 Canada",43.6819544,-79.3290184,ON,25
972,Scaramouche Restaurant Pasta Bar & Grill,4.5,335,French,toronto,ON,"1 Benvenuto Place Toronto, ON M4V 2L1 Canada",43.6814371,-79.3998184,ON,50
973,Fat Pasha,3.8,209,Middle Eastern,toronto,ON,"414 Dupont Street Toronto, ON M5R 1V9 Canada",43.67384879999999,-79.4117249,ON,45
974,Yasu,4.5,427,Japanese,toronto,ON,"81 Harbord Street Toronto, ON M5S 1G4 Canada",43.6627374,-79.4031961,ON,50
975,Pizza Banfi,4.1,35,Italian,toronto,ON,"333 Lonsdale Rd Toronto, ON M5P 1R3 Canada",43.6884375,-79.4131124,ON,25
976,Daldongnae,4.4,89,Korean,toronto,ON,"658 Bloor Street Toronto, ON M6G 1K9 Canada",43.6642855,-79.4156824,ON,45
977,Seoul Food Take-Out,4.5,34,Korean,toronto,ON,"606 Sherbourne Street Ground Level Toronto, ON M4X Canada",43.6719658,-79.3768762,ON,10
978,Gyubee Japanese Grill - Bloor,4.2,317,Barbeque,toronto,ON,"335 Bloor Street W Toronto, ON M5S 1W7 Canada",43.6671472,-79.400645,ON,45
979,Sorrel,3.6,32,Mediterranean,toronto,ON,"1158 Yonge Street Toronto, ON M4W 2L9 Canada",43.6802296,-79.3910738,ON,45
980,Nozomi Fusion Kitchen,4.8,20,Asian Fusion,toronto,ON,"3415 Bathurst Street Toronto, ON M6A 2C1 Canada",43.7270115,-79.4312798,ON,25
981,Mezes,4.0,259,Greek,toronto,ON,"456 Danforth Avenue Toronto, ON M4K 1P4 Canada",43.6781397,-79.3502475,ON,25
982,Eastside Social,4.3,80,Seafood,toronto,ON,"1008 Queen Street E Toronto, ON M4M 1K1 Canada",43.66145909999999,-79.3391978,ON,25
983,Omai Restaurant,4.2,125,Japanese,toronto,ON,"3 Baldwin Street Toronto, ON M5T 1L1 Canada",43.6560802,-79.39265259999999,ON,25
984,Amsterdam Barrel House,3.4,65,Breweries,toronto,ON,"87 Laird Drive Toronto, ON M4G 3T7 Canada",43.706078,-79.36146049999999,ON,25
985,Corks Beer & Wine Bars,4.5,4,Bars,toronto,ON,"93 Laird Drive Toronto, ON M4G 3V1 Canada",43.7069609,-79.359624,ON,25
986,Skylight Rooftop Bar,3.8,12,Desserts,toronto,ON,"90 Bloor Street E 9th Floor Toronto, ON M4W 1A7 Canada",43.67087,-79.3845923,ON,50
987,Gyubee Japanese Grill - Dundas,4.4,206,Japanese,toronto,ON,"157 Dundas St W Toronto, ON M5B 1E4 Canada",43.6551824,-79.38581959999999,ON,45
988,Tokyo Kitchen,4.0,168,Japanese,toronto,ON,"20 Charles Street E Toronto, ON M4Y 1T1 Canada",43.6690709,-79.3851306,ON,25
989,Yummy Korean Food Restaurant,4.0,273,Korean,toronto,ON,"620 Bloor Street W Toronto, ON M6G 1K7 Canada",43.6646826,-79.41407149999999,ON,25
990,Okonomi House Restaurant,3.9,315,Japanese,toronto,ON,"23 Charles Street W Toronto, ON M4Y 2R4 Canada",43.668238,-79.3871472,ON,10
991,El Nahual Tacos,4.5,150,Mexican,toronto,ON,"556 parliament st Toronto, ON M5S 1X2 Canada",43.666945,-79.36923139999999,ON,10
992,Meta Dos Leitoes,4.4,7,Portuguese,toronto,ON,"218 Geary Avenue Toronto, ON M6H 2C3 Canada",43.6698507,-79.4385209,ON,25
993,Pho Anh Vu,4.1,78,Vietnamese,toronto,ON,"3200 Dufferin Street Toronto, ON M6A 3B2 Canada",43.7186746,-79.45628649999999,ON,25
994,TAO Northern Chinese Cuisine,3.6,42,Chinese,toronto,ON,"220 Laird Drive Toronto, ON M4G 3X2 Canada",43.7123357,-79.36447129999999,ON,45
995,EAT BKK Thai Kitchen,3.8,324,Thai,toronto,ON,"4704 Yonge Street Toronto, ON M2N 5M4 Canada",43.75924699999999,-79.41076009999999,ON,25
996,RH Courtyard Restaurant at RH Toronto,3.9,179,Cafes,toronto,ON,"3401 Dufferin Street RH Toronto Toronto, ON M6A 2T9 Canada",43.7249034,-79.4555998,ON,45
997,CANO Restaurant,4.4,70,Italian,toronto,ON,"1108 St Clair Avenue W Toronto, ON M6E 1A7 Canada",43.6787352,-79.4405939,ON,25
998,Mogouyan Hand-Pulled Noodles,4.1,87,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.38447029999999,ON,25
999,Mogouyan Hand-Pulled Noodles,4.1,87,Noodles,toronto,ON,"124 Dundas St W Toronto, ON M5G 1C3 Canada",43.6556902,-79.38447029999999,ON,25
1000,Mogouyan Hand-Pulled Noodles,4.1,87,Noodles,toronto,ON,"760 Yonge Street Toronto, ON M4Y 2B6 Canada",43.6694667,-79.3866001,ON,25
1001,The Wren,4.2,219,Bars,toronto,ON,"1382 Danforth Avenue Toronto, ON M4J 1M9 Canada",43.6826628,-79.3281466,ON,25
1002,The Eagle Twins Restaurant,4.1,16,Breakfast & Brunch,toronto,ON,"954 St Clair Avenue W Toronto, ON M6E 1A1 Canada",43.6796994,-79.4359935,ON,10
1003,Mapo Gamjatang,4.1,91,Korean,toronto,ON,"4916 Yonge Street Toronto, ON M2N 5N5 Canada",43.764202,-79.41212569999999,ON,25
1004,Mabu Generation,4.2,54,Taiwanese,toronto,ON,"575 Yonge Street Toronto, ON M4Y 1Z3 Canada",43.6656019,-79.3846082,ON,25
1005,Nomé Izakaya,4.0,721,Lounges,toronto,ON,"4848 Yonge Street Toronto, ON M2N 5N2 Canada",43.7625081,-79.411549,ON,45
1006,Itacate,4.5,57,Mexican,toronto,ON,"998 St. Clair Avenue W Toronto, ON M6E 1A2 Canada",43.679555,-79.4372325,ON,25
1007,The House On Parliament,4.1,317,British,toronto,ON,"454 Parliament Street Toronto, ON M5A 3A2 Canada",43.6635855,-79.3679113,ON,25
1008,Jatujak,4.0,402,Food Delivery Services,toronto,ON,"1744 Victoria Park Avenue Toronto, ON M1R 1R4 Canada",43.7360982,-79.3079429,ON,25
1009,MEXITACO,3.8,153,Mexican,toronto,ON,"1109 Victoria Park Avenue Toronto, ON M4B 2K2 Canada",43.7086279,-79.2955738,ON,25
1010,Beach Hill Smokehouse,4.3,146,Barbeque,toronto,ON,"172 Main Street S Toronto, ON M4E 2W1 Canada",43.6841063,-79.3004064,ON,25
1011,Khmer Thai Restaurant,4.1,139,Thai,toronto,ON,"1018 St Clair Avenue W Toronto, ON M6E 1A4 Canada",43.6792837,-79.43782430000002,ON,25
1012,Sea Witch Fish and Chips,4.0,136,Fish & Chips,toronto,ON,"636 Saint Clair Avenue W Toronto, ON M6C 1A9 Canada",43.6822977,-79.4240366,ON,25
1013,Big Bear Donair,4.3,27,Donairs,whitehorse,YT,"4161 4 Avenue Whitehorse, YT Y1A 1J5 Canada",60.72297169999999,-135.0591426,YT,25
1014,Burnt Toast,4.0,119,Breakfast & Brunch,whitehorse,YT,"2112 2nd Avenue Whitehorse, YT Y1A 1B9 Canada",60.7202238,-135.0529502,YT,25
1015,Asahiya Japanese Restaurant,4.3,13,Japanese,whitehorse,YT,"309 Jarvis Street Whitehorse, YT Y1A 2H3 Canada",60.7211728,-135.0573227,YT,25
1016,G & P Steak House & Pizza,3.5,13,Pizza,whitehorse,YT,"209 Main Street Whitehorse, YT Y1A 2B2 Canada",60.7191761,-135.0533582,YT,25
1017,Yukon Meat & Sausage,4.4,9,Meat Shops,whitehorse,YT,"203 Hanson Street Whitehorse, YT Y1A 1Y3 Canada",60.71708950000001,-135.0509081,YT,25
1018,Pickapeppa,3.8,15,Caribbean,whitehorse,YT,"2074 2nd Avenue Whitehorse, YT Y1A 1B1 Canada",60.7169877,-135.0504417,YT,25
1019,VIETNAMESE CUISINE PHO FIVE STAR,3.1,22,Vietnamese,whitehorse,YT,"2190 2nd Avenue Whitehorse, YT Y1A 5N6 Canada",60.72566930000001,-135.0580578,YT,25
1020,Earls Kitchen + Bar,3.4,27,Canadian (New),whitehorse,YT,"Unit 101 - 9016 Quartz Road Whitehorse, YT Y1A 2Z5 Canada",60.7321024,-135.0658225,YT,25
1021,Giorgios Cuccina,3.4,25,Italian,whitehorse,YT,"206 Jarvis Street Whitehorse, YT Y1A 2H2 Canada",60.72191789999999,-135.0553005,YT,45
1022,Baked-Cafe & Bakery,4.1,44,Coffee & Tea,whitehorse,YT,"108-100 Main Street Whitehorse, YT Y1A 2A8 Canada",60.7200924,-135.0509648,YT,10
1023,Gold Pan Saloon,3.3,17,Bars,whitehorse,YT,"Best Western Gold Rush Inn 411 Main Street Whitehorse, YT Y1A 2B6 Canada",60.71844999999999,-135.05772,YT,25
1024,Sanchez Cantina,3.7,46,Mexican,whitehorse,YT,"211 Hanson Street Whitehorse, YT Y1A 1Y3 Canada",60.7167411,-135.0518591,YT,25
1025,Golden Sakura Sushi,4.2,20,Japanese,whitehorse,YT,"404 Wood Street Whitehorse, YT Y1A 2E8 Canada",60.720558,-135.058168,YT,25
1026,The Java Connection,4.3,7,Breakfast & Brunch,whitehorse,YT,"3125 3rd Avenue Whitehorse, YT Y1A 1E6 Canada",60.72068369999999,-135.0538365,YT,25
1027,New Asia Restaurant,3.5,6,Seafood,whitehorse,YT,"102 Wood St Whitehorse, YT Y1A 2E3 Canada",60.7217282,-135.0526145,YT,10
1028,Boston Pizza,2.7,24,Pizza,whitehorse,YT,"2241 2nd Ave Whitehorse, YT Y1A 5W1 Canada",60.7300748,-135.0618749,YT,25
1029,Tim Hortons,2.8,8,Breakfast & Brunch,whitehorse,YT,"2210 Second Ave Whitehorse, YT Y1A 1C8 Canada",60.72746660000001,-135.0588105,YT,10
1030,Tonimoes,2.7,3,Canadian (New),whitehorse,YT,"101 Main Street Whitehorse, YT Y1A 0G5 Canada",60.7198445,-135.0504364,YT,25
1031,Subway,1.0,1,Sandwiches,whitehorse,YT,"Yukon Centre Mall 2190 2nd Avenue Whitehorse, YT Y1A 5N6 Canada",60.7255426,-135.0577855,YT,10
1032,Subway,1.0,1,Sandwiches,whitehorse,YT,"200 Hamilton Boulevard Whitehorse, YT Y1A 0A6 Canada",60.7312066,-135.0990031,YT,10
1033,A&W,2.3,6,Fast Food,whitehorse,YT,"2222 2nd Avenue Whitehorse, YT Y1A 1C8 Canada",60.728123,-135.0594004,YT,10
1034,Sun Fortune Restaurant,4.3,36,Chinese,winnipeg,MB,"2077 Pembina Hwy Winnipeg, MB R3T 5J9 Canada",49.8149583,-97.1536379,MB,25
1035,Yujiro Japanese Restaurant,4.4,48,Japanese,winnipeg,MB,"1822 Grant Avenue Winnipeg, MB R3N 0N3 Canada",49.8567336,-97.20147,MB,25
1036,OEB Breakfast,3.3,21,Breakfast & Brunch,winnipeg,MB,"100 - 330 Main Street Winnipeg, MB R3C 0Y7 Canada",49.8940336,-97.1382191,MB,25
