restaurant_name,price_range,rating,total_reviews,category,location,province,address
Colosseo Ristorante Italiano,$$,3.8,15,Caterers,winnipeg,MB,"670 Corydon Ave Winnipeg, MB R3M 0X7 Canada"
Jollibee,$,3.6,25,Chicken Shop,winnipeg,MB,"1406 Ellice Ave Winnipeg, MB R3G 0G4 Canada"
La Fiesta Cafecito & Restaurant,$$,3.6,16,Mexican,winnipeg,MB,"730 St Anne's Rd Unit M Winnipeg, MB R2N 0A2 Canada"
Red Top Drive Inn,$,4.1,35,Burgers,winnipeg,MB,"219 Saint Mary's Road Winnipeg, MB R2H 1J2 Canada"
Spicy Noodle House,$$,3.4,25,Chinese,winnipeg,MB,"99 Osborne Street Suite 102 Winnipeg, MB R3L 2R4 Canada"
Tandoor House,$$,4,6,Indian,winnipeg,MB,"598 Ebby Avenue Winnipeg, MB R3M Canada"
The Nook Diner,$,4.4,26,Diners,winnipeg,MB,"43 Sherbrook Street Winnipeg, MB R3C 2B1 Canada"
Les Saj Restaurant,$$,4.6,48,Middle Eastern,winnipeg,MB,"1038 St James Street Suite C1 Winnipeg, MB R3H 0K5 Canada"
Mona Lisa Ristorante Italiano,$$,3.3,29,Italian,winnipeg,MB,"1697 Corydon Avenue Winnipeg, MB R3N 0J9 Canada"
Silver Heights Restaurant & Lounge,$$,3.8,24,Steakhouses,winnipeg,MB,"2169 Portage Avenue Winnipeg, MB R3J 0L7 Canada"
Sam Po,$$,4.3,8,Dim Sum,winnipeg,MB,"277 Rupert Avenue Winnipeg, MB R3B 0N5 Canada"
Ben & Florentine,$$,3.6,43,Breakfast & Brunch,winnipeg,MB,"155 Scurfield Boulevard Winnipeg, MB R3Y 1L6 Canada"
Confusion Corner Drinks + Food,$$,3.8,28,Bars,winnipeg,MB,"500 Corydon Avenue Winnipeg, MB R3L 0P1 Canada"
Falafel Place,$$,4.4,47,Falafel,winnipeg,MB,"1101 Corydon Ave Winnipeg, MB R3M 0X3 Canada"
Kazoku,$$,4,22,Sushi Bars,winnipeg,MB,"30-2583 Pembina hwy Winnipeg, MB R3T Canada"
Frenchway Cafe,$$,3.8,16,French,winnipeg,MB,"238 Lilac Street Winnipeg, MB R3M 2T3 Canada"
Kimchi Sushi,$$,4.2,6,Korean,winnipeg,MB,"1270 Pembina Highway Winnipeg, MB R3T 2B1 Canada"
Elephant & Castle,$$,3.4,46,British,winnipeg,MB,"350 St Mary Ave Winnipeg, MB R3C 3J2 Canada"
Chosabi,$$,4.3,33,Asian Fusion,winnipeg,MB,"100 King Street Unit A Winnipeg, MB R3B 0P6 Canada"
Sushi Cushi,$$,4,35,Japanese,winnipeg,MB,"1045 St James Street Unit - K Winnipeg, MB R3H Canada"
King + Bannatyne,$$,3.9,35,Sandwiches,winnipeg,MB,"100 King Street Unit D Winnipeg, MB R3B 0P6 Canada"
La Belle Baguette,$,4.2,18,Coffee & Tea,winnipeg,MB,"248 Avenue de la Cathedrale Winnipeg, MB R2H 2V9 Canada"
Hsieh Family Restaurant,$,3.6,5,Taiwanese,winnipeg,MB,"230 Dalhousie Drive Winnipeg, MB R3T 2Z1 Canada"
The Oakwood,$$,3.6,30,Salad,winnipeg,MB,"660 Osborne Street Unit 4 Winnipeg, MB R3L 2B6 Canada"
Pizzeria Gusto,$$$,3.9,34,Pizza,winnipeg,MB,"404 Academy Road Winnipeg, MB R3N 0B8 Canada"
Ta.Ke Sushi Take-Out,$$,4,6,Sushi Bars,winnipeg,MB,"1235 Pembina Highway Winnipeg, MB R3T 2A9 Canada"
Naru Sushi,$$,4.3,26,Japanese,winnipeg,MB,"159 Osborne Street Winnipeg, MB R3L 1Y7 Canada"
Carnaval Brazilian BBQ,$$$$,3.3,32,Barbeque,winnipeg,MB,"270 Waterfront Drive Winnipeg, MB R3B 0L4 Canada"
Yellow Dog Tavern,$$,3.7,30,Pubs,winnipeg,MB,"386 Donald Street Winnipeg, MB R3B 2J2 Canada"
Dwarf No Cachette Cafe & Gift,$$,4.2,30,Japanese,winnipeg,MB,"157 Provencher Boulevard Winnipeg, MB R2H 0G2 Canada"
Cafe Carlo,$$$,3.5,17,Canadian (New),winnipeg,MB,"243 Lilac Street Winnipeg, MB R3M 2S2 Canada"
The Don Restaurant,$$,3.6,20,Breakfast & Brunch,winnipeg,MB,"120 Donald Street Suite 2 Winnipeg, MB R3C 4G2 Canada"
Dim Sum Garden Restaurant,$$,2.9,25,Dim Sum,winnipeg,MB,"2677 Pembina Highway Winnipeg, MB R3T 2H5 Canada"
Resto Gare Bistro,$$$,3.8,24,French,winnipeg,MB,"630 Des Meurons Street Winnipeg, MB R2H 2P9 Canada"
Wasabi Sabi,$$$,4.2,31,Sushi Bars,winnipeg,MB,"1360 Taylor Ave Winnipeg, MB R3M 3Z1 Canada"
Wako Sushi Cafe,$,4.1,11,Japanese,winnipeg,MB,"875 Corydon Avenue Winnipeg, MB R3M 0W7 Canada"
Sukhothai,$$,4,26,Thai,winnipeg,MB,"191 Osborne Street Winnipeg, MB R3L 1Z2 Canada"
Clay Oven East Indian Restaurants,$$,3.8,23,Indian,winnipeg,MB,"1 Portage Avenue E 3rd Floor Winnipeg, MB R3B 3N3 Canada"
Nuburger,$$,4.1,65,Burgers,winnipeg,MB,"472 Stradbrook Avenue Winnipeg, MB R3L 0J9 Canada"
Bangkok Thai Restaurant,$$,3.9,24,Thai,winnipeg,MB,"100 Osborne Street Suite 208,Floor 2 Winnipeg, MB R3L 1Y5 Canada"
Vientiane Restaurant,$$,3.8,13,Thai,winnipeg,MB,"12-208 Marion Street Winnipeg, MB R2H 0T6 Canada"
Delicious Vegetarian Restaurant,$$,4.5,20,Vegetarian,winnipeg,MB,"1467 Pembina Highway Winnipeg, MB R3T 2C5 Canada"
Sizzling Dhaba,$$,4.5,11,Indian,winnipeg,MB,"628A St Anne's Rd Winnipeg, MB R2C 0A1 Canada"
The Keg Steakhouse + Bar,$$$,4.1,40,Steakhouses,winnipeg,MB,"115 Garry St Winnipeg, MB R3C 1G5 Canada"
Southdale Village Family Restaurant,$$,4,6,Canadian (New),winnipeg,MB,"35 Lakewood Boulevard Winnipeg, MB R2J 2M8 Canada"
Feast Cafe Bistro,$$,4.4,18,Canadian (New),winnipeg,MB,"587 Ellice Avenue Winnipeg, MB R3B 1Z7 Canada"
The Rib Room,$$,3.3,4,Hotels,winnipeg,MB,"330 York Ave Winnipeg, MB R3C 0N9 Canada"
Helios Restaurant,$$,4.3,4,Greek,winnipeg,MB,"241 St Mary's Road Winnipeg, MB R2H 1J4 Canada"
The Park Cafe,$$,4,21,Breakfast & Brunch,winnipeg,MB,"330 Assiniboine Park Drive Winnipeg, MB R3P 2N6 Canada"
Saucers Cafe,$$,3.9,16,Cafes,winnipeg,MB,"570 Academy Road Winnipeg, MB R3N 0E3 Canada"
QDOBA Mexican Eats,$,3.9,21,Mexican,winnipeg,MB,"1340 Ellice Ave Unit 1 Winnipeg, MB R3G 0E9 Canada"
The Canadian Brewhouse,$$,2.5,28,Sports Bars,winnipeg,MB,"1715 Kenaston Boulevard Winnipeg, MB R3Y 1V5 Canada"
Mercadito Latino,$$,4.5,13,Mexican,winnipeg,MB,"570-C Sargent Avenue Winnipeg, MB R3E 0A2 Canada"
The Yellow Deli,$,3.6,5,Sandwiches,winnipeg,MB,"490 Des Meurons Street Unit 1 Winnipeg, MB R2H 2P5 Canada"
OPA! of Greece SmartCentres Kenaston,$,4.1,10,Greek,winnipeg,MB,"1639 Kenaston Boulevard Building F Winnipeg, MB R3P Canada"
The Black Knight Pub,$$,3.9,29,Pubs,yellowknife,NT,"4910-49 Street Yellowknife, NT X1A 1P3 Canada"
YK Hotpot,$$$,3.3,16,Chinese,yellowknife,NT,"5019 49 Street Yellowknife, NT X1A 1P5 Canada"
A Taste of Saigon,$$,3.6,17,Vietnamese,yellowknife,NT,"4913 50th Street Yellowknife, NT X1A 2P7 Canada"
Red Apple,$$,3.5,12,Chinese,yellowknife,NT,"4701 Franklin Avenue Yellowknife, NT X1A 1N2 Canada"
Wildcat Cafe,$$,3.3,9,Diners,yellowknife,NT,"3904 Wiley Rd Yellowknife, NT X1A Canada"
Main Street Donair & Falafel,$$,5,3,Falafel,yellowknife,NT,"4905 50th Ave Yellowknife, NT X1A 3X8 Canada"
Zehabehsa,$$,4.6,27,Ethiopian,yellowknife,NT,"5030 50th Street Yellowknife, NT X1A 3R8 Canada"
Traders Grill,$$,3.3,22,Breakfast & Brunch,yellowknife,NT,"4825 49th Avenue Yellowknife, NT X1A 2R3 Canada"
Fatburger,$$,3.6,7,Chicken Wings,yellowknife,NT,"100 Borden Drive Unit 1 Yellowknife, NT X0E 3W1 Canada"
Sushi Cafe,$$,4.1,12,Sushi Bars,yellowknife,NT,"5309 Franklin Avenue Yellowknife, NT X1A 1E3 Canada"
Sushi North,$$,3.4,16,Sushi Bars,yellowknife,NT,"200 4910 50th Avenue Yellowknife, NT X1A 3M3 Canada"
Diamante Restaurant,$$,2.4,7,Italian,yellowknife,NT,"483 Range Lake Road Yellowknife, NT X1A 3R9 Canada"
Boston Pizza,$$,2.4,21,Pizza,yellowknife,NT,"5102 48th Street Yellowknife, NT X1A 1N6 Canada"
Javaroma Gourmet Coffee,$$,3.4,19,Coffee & Tea,yellowknife,NT,"5201 50th Avenue Yellowknife, NT X1A 3S9 Canada"
Pizza Hut,$$,2.5,2,Pizza,yellowknife,NT,"312 D Old Airport Road Yellowknife, NT X1A 3T3 Canada"
Subway,$,4,1,Sandwiches,yellowknife,NT,"100 Borden Drive Unit 21 Yellowknife, NT X1A 3W6 Canada"
Northern Fancy Meats,$$,3,1,Delis,yellowknife,NT,"314 Woolgar Avenue Yellowknife, NT X1A 3B5 Canada"
